Character ID,Character Name,Species,Episode Count,Avg Rating (Weighted),Total IMDB Votes,Series,Popularity Score
1349,Dayton,Human,2,8.1,35,LD,2.902
1426,Deyos,Vorta,1,8.8,26,DS9,2.9
293,Angel,Unknown,1,7.2,55,SNW,2.898
5867,Sybok,Vulcan,1,7.2,55,SNW,2.898
1852,Fran,Human,1,7.2,55,SNW,2.898
5148,Remy,Orion,1,7.2,55,SNW,2.898
6047,Taylor,Human,3,7.75,41,"LD, ENT",2.898
4652,One,Borg,1,8.6,28,VOY,2.896
6453,Vargas,Human,1,8.6,28,DS9,2.896
4392,Mulchaey,Human,1,8.6,28,VOY,2.896
4429,Nadia Larkin,Human,1,8.6,28,DS9,2.896
5100,Rayburn,Human,1,7.4,49,TOS,2.895
4086,Mathews,Human,1,7.4,49,TOS,2.895
5297,Roger Korby,Human,1,7.4,49,TOS,2.895
5358,Ruk,Unknown,1,7.4,49,TOS,2.895
270,Andrea,Unknown,1,7.4,49,TOS,2.895
797,Brown,Human,1,7.4,49,TOS,2.895
1540,"Duras, son of Toral",Klingon,2,7.9,38,ENT,2.894
3588,Leck,Ferengi,2,7.47,47,DS9,2.894
5227,Rionoj,Boslic,3,7.32,51,DS9,2.892
1302,Dave Bailey,Human,1,7.0,61,TOS,2.889
514,Balok,Balok's species,1,7.0,61,TOS,2.889
1246,Dan Bell,Human,1,7.5,46,TNG,2.888
1162,Cyrus Redblock,Human,1,7.5,46,TNG,2.888
1801,Felix Leech,Human,1,7.5,46,TNG,2.888
6611,Whalen,Human,1,7.5,46,TNG,2.888
2846,Jessica Bradley,Human,1,7.5,46,TNG,2.888
4147,McNary,Human,1,7.5,46,TNG,2.888
6364,Turanj,Hirogen,2,7.55,44,VOY,2.875
3164,Karr,Hirogen,2,7.55,44,VOY,2.875
5680,Skantal,Romulan,1,7.2,53,PIC,2.872
6090,Tenqem Adrev,Romulan,1,7.2,53,PIC,2.872
6781,Zani,Romulan,1,7.2,53,PIC,2.872
5584,Shai,Romulan,1,7.2,53,PIC,2.872
631,Bidran,Romulan,1,7.2,53,PIC,2.872
3742,Lorrum,Kazon,2,7.5,45,VOY,2.871
1846,Forra Gegen,Voth,1,8.5,28,VOY,2.862
4341,Moninger,Unknown,1,8.5,28,ENT,2.862
4623,Odala,Voth,1,8.5,28,VOY,2.862
1900,Frola Gegen,Voth,1,8.5,28,VOY,2.862
6298,Tova Veer,Voth,1,8.5,28,VOY,2.862
2275,Haluk,Voth,1,8.5,28,VOY,2.862
3246,Kennelly,Human,1,7.8,38,TNG,2.858
3214,Keeve Falor,Bajoran,1,7.8,38,TNG,2.858
2451,Humbolt,Human,1,7.3,49,TOS,2.856
4879,Piper,Unknown,1,7.3,49,TOS,2.856
2011,Gelnon,Vorta,2,7.45,45,DS9,2.854
1422,Devor,Human,1,7.9,36,TNG,2.853
1356,DeSeve,Human,1,7.9,36,TNG,2.853
6282,Toreth,Romulan,1,7.9,36,TNG,2.853
4491,Neil,Human,1,7.9,36,TNG,2.853
4897,Pomet,Pomet's species,1,7.9,36,TNG,2.853
878,Calvin Hutchinson,Human,1,7.9,36,TNG,2.853
3239,Kelsey,Human,1,7.9,36,TNG,2.853
5515,Satler,Unknown,1,7.9,36,TNG,2.853
4678,Orton,Arkarian,1,7.9,36,TNG,2.853
3810,M'ret,Romulan,1,7.9,36,TNG,2.853
4412,N'Vek,Romulan,1,7.9,36,TNG,2.853
3330,Kiros,Arkarian,1,7.9,36,TNG,2.853
507,Badgey,Unknown,2,7.96,35,LD,2.852
6294,Toscat,Ocampa,1,7.4,46,VOY,2.849
5309,Rollins,Human,1,7.4,46,VOY,2.849
93,Adah,Human,1,7.4,46,VOY,2.849
2667,Jabin,Kazon,1,7.4,46,VOY,2.849
933,Cavit,Human,1,7.4,46,VOY,2.849
5752,Stadi,Betazoid,1,7.4,46,VOY,2.849
1233,Daggin,Ocampa,1,7.4,46,VOY,2.849
4417,N. Kemper,Human,3,6.63,72,"DIS, ENT",2.845
4369,Morris,Human,2,6.49,79,PIC,2.844
6290,Torsus,Borg,1,8.0,34,TNG,2.844
5774,Stephen Hawking,Human,1,8.0,34,TNG,2.844
724,Bosus,Borg,1,8.0,34,TNG,2.844
6046,Tayar,Borg,1,8.0,34,TNG,2.844
5896,T'Lyn,Vulcan,2,8.62,26,LD,2.839
4529,Nicholas Locarno,Human,1,7.8,37,TNG,2.837
5512,Satelk,Vulcan,1,7.8,37,TNG,2.837
2797,Jean Hajar,Human,1,7.8,37,TNG,2.837
158,Albert,Human,1,7.8,37,TNG,2.837
743,Brand,Human,1,7.8,37,TNG,2.837
429,Attis,Barzan,2,6.53,76,DIS,2.837
257,Amma,Barzan,2,6.53,76,DIS,2.837
6235,Tolpra,Barzan,2,6.53,76,DIS,2.837
5241,Rivers,Human,2,7.85,36,ENT,2.835
559,Beata,Angel I native,1,7.4,45,TNG,2.833
6336,Trent,Human,1,7.4,45,TNG,2.833
5076,Ramsey,Human,1,7.4,45,TNG,2.833
372,Ariel,Angel I native,1,7.4,45,TNG,2.833
5159,Retaya,Flaxian,1,8.5,27,DS9,2.832
5898,T'Mir,Vulcan,1,8.5,27,ENT,2.832
3906,Maggie,Human,1,8.5,27,ENT,2.832
6074,Tellus,Vulcan,1,8.5,27,ENT,2.832
5813,Stron,Vulcan,1,8.5,27,ENT,2.832
4198,Mestral,Vulcan,1,8.5,27,ENT,2.832
4979,R. Ascher,Human,1,8.5,27,ENT,2.832
1997,Gary Seven,Human,1,7.5,42,TOS,2.821
3679,Lipton,Human,1,7.5,42,TOS,2.821
1142,Cromwell,Human,1,7.5,42,TOS,2.821
2675,Jack Nesvig,Human,1,7.5,42,TOS,2.821
5285,Roberta Lincoln,Human,1,7.5,42,TOS,2.821
2554,Isis,Unknown,1,7.5,42,TOS,2.821
980,Charley,Human,1,7.5,42,TOS,2.821
6706,Xi,Trill,3,6.03,106,DIS,2.818
3583,Lazarus,Human,1,7.4,44,TOS,2.817
962,Charlene Masters,Human,1,7.4,44,TOS,2.817
1261,Daniel Greaves,Human,2,7.86,35,ENT,2.816
2936,John Frederick Paxton,Human,2,7.86,35,ENT,2.816
4475,Nathan Samuels,Human,2,7.86,35,ENT,2.816
3027,Josiah,Human,2,7.86,35,ENT,2.816
1636,Elizabeth,Unknown,2,7.86,35,ENT,2.816
1971,Gannet,Human,2,7.86,35,ENT,2.816
5831,Surak,Vulcan,2,7.08,52,"ENT, TOS",2.813
326,Antaak,Klingon,2,7.85,35,ENT,2.813
3956,Marab,Klingon,2,7.85,35,ENT,2.813
3074,K'Vagh,Klingon,2,7.85,35,ENT,2.813
2220,Gromek,Human,1,7.5,41,TNG,2.803
3207,Keel,Capellan,1,7.5,41,TOS,2.803
1544,Duur,Capellan,1,7.5,41,TOS,2.803
6776,Zahra,Human,1,7.5,41,TOS,2.803
131,Akaar,Capellan,1,7.5,41,TOS,2.803
439,Aurelan Kirk,Human,1,7.5,41,TOS,2.803
3070,K'Temoc,Klingon,1,7.5,41,TNG,2.803
2152,Grant,Human,1,7.5,41,TOS,2.803
3877,Maab,Capellan,1,7.5,41,TOS,2.803
1622,Eleen,Capellan,1,7.5,41,TOS,2.803
3165,Kartan,Human,1,7.5,41,TOS,2.803
1374,Deem,Capellan,1,7.5,41,TOS,2.803
3415,Kras,Klingon,1,7.5,41,TOS,2.803
3618,Leonard James Akaar,Capellan,1,7.5,41,TOS,2.803
5145,Remata'Klan,Jem'Hadar,1,8.5,26,DS9,2.801
6714,Yak'Talon,Jem'Hadar,1,8.5,26,DS9,2.801
6724,Yassim,Bajoran,1,8.5,26,DS9,2.801
4487,Neeley,Human,1,8.5,26,DS9,2.801
3669,Limara'Son,Jem'Hadar,1,8.5,26,DS9,2.801
3576,Lawrence Marvick,Human,1,7.7,37,TOS,2.801
4297,Miranda Jones,Human,1,7.7,37,TOS,2.801
5041,Raakin,Human,2,7.7,37,ENT,2.801
74,Aaron,Human,1,7.4,43,TNG,2.8
6356,Tryla Scott,Human,1,7.4,43,TNG,2.8
6564,Walker Keel,Human,1,7.4,43,TNG,2.8
5520,Savar,Vulcan,1,7.4,43,TNG,2.8
5242,Rixx,Bolian,1,7.4,43,TNG,2.8
1423,Devro,Overlooker,1,8.4,27,VOY,2.799
3711,Lokesh,Human,2,7.75,36,ENT,2.798
1253,Danara Pel,Vidiian,2,7.35,44,VOY,2.798
4350,Mora Pol,Bajoran,2,7.25,46,DS9,2.791
4830,Pete Durst,Human,2,7.2,47,VOY,2.787
5899,T'Paal,Vulcan,1,7.9,33,TNG,2.786
5517,Satok,Vulcan,1,7.9,33,TNG,2.786
1159,Cyrano Jones,Human,2,7.15,48,"TAS, TOS",2.784
3379,Korax,Klingon,2,7.15,48,"TAS, TOS",2.784
5745,Spot II,Unknown,1,7.3,44,PIC,2.779
663,Bjayzl,Unknown,1,6.9,55,PIC,2.777
6538,Vup,Beta Annari,1,6.9,55,PIC,2.777
1947,Gabriel Hwang,Human,1,6.9,55,PIC,2.777
4767,Patrick,Human,2,7.21,46,DS9,2.777
3570,Lauren,Human,2,7.21,46,DS9,2.777
5504,Sarina Douglas,Human,2,7.21,46,DS9,2.777
5683,Skoran,Barkonian,1,7.8,34,TNG,2.773
5059,Rainer,Human,1,7.8,34,TNG,2.773
1989,Garvin,Barkonian,1,7.8,34,TNG,2.773
6000,Talur,Barkonian,1,7.8,34,TNG,2.773
5378,Ruth,Human,1,7.2,46,TOS,2.772
1729,Esteban Rodriguez,Human,1,7.2,46,TOS,2.772
1824,Finnegan,Human,1,7.2,46,TOS,2.772
1464,Don Juan,Human,1,7.2,46,TOS,2.772
6260,Tonia Barrows,Human,1,7.2,46,TOS,2.772
667,Black Knight,Human,1,7.2,46,TOS,2.772
3212,Keeper,Keeper's species,1,7.2,46,TOS,2.772
3967,Marci Collins,Human,1,8.5,25,VOY,2.769
4484,Needle Fingers,Unknown,1,8.5,25,VOY,2.769
2365,Henry Janeway,Human,1,8.5,25,VOY,2.769
2778,Jason Janeway,Human,1,8.5,25,VOY,2.769
5592,Shannon O'Donnel,Human,1,8.5,25,VOY,2.769
3290,Kieran,Human,1,8.5,25,VOY,2.769
637,Bill,Human,1,8.5,25,VOY,2.769
3053,Junior,Unknown,1,8.5,25,VOY,2.769
6184,Three of Five,Borg,1,8.5,25,VOY,2.769
2049,Gerald Moss,Human,1,8.5,25,VOY,2.769
5973,Taggert,Human,2,6.45,72,TNG,2.769
1714,Eris,Vorta,1,8.4,26,DS9,2.769
4538,Nicole,Unknown,1,8.4,26,VOY,2.769
5986,Talak'talan,Jem'Hadar,1,8.4,26,DS9,2.769
3254,Keogh,Human,1,8.4,26,DS9,2.769
6732,Yerdrin Lek,Yridian,1,8.6,24,ENT,2.768
3253,Kentor,Human,1,7.4,41,TNG,2.766
360,Ard'rian McKenzie,Human,1,7.4,41,TNG,2.766
2124,Gosheven,Human,1,7.4,41,TNG,2.766
2296,Haritath,Human,1,7.4,41,TNG,2.766
4108,Maury Ginsberg,Human,1,8.3,27,VOY,2.766
4975,Quinn,Q,1,8.3,27,VOY,2.766
6120,Thaddius Riker,Human,1,8.3,27,VOY,2.766
3259,Kesha,Bajoran,1,8.3,27,DS9,2.766
4800,Peanut Hamper,Unknown,2,7.91,32,LD,2.766
5977,Taibak,Romulan,1,7.7,35,TNG,2.759
533,Barnaby,Human,1,7.7,35,TNG,2.759
2132,Goval,Borg,1,7.7,35,TNG,2.759
5445,Salazar,Human,1,7.7,35,TNG,2.759
6428,Vagh,Klingon,1,7.7,35,TNG,2.759
5978,Taitt,Human,1,7.7,35,TNG,2.759
370,Ariana,Tarellian,1,7.2,45,TNG,2.757
6489,Victoria Miller,Human,1,7.2,45,TNG,2.757
6431,Valeda Innis,Haven native,1,7.2,45,TNG,2.757
6693,Wrenn,Tarellian,1,7.2,45,TNG,2.757
5789,Steven Miller,Human,1,7.2,45,TNG,2.757
6699,Wyatt Miller,Human,1,7.2,45,TNG,2.757
22,A. Finch,Human,2,6.4,73,PIC,2.753
4407,Musa,Human,2,6.4,73,PIC,2.753
4989,R. Chandler,Human,2,6.4,73,PIC,2.753
3840,M. Mather,Human,2,6.4,73,PIC,2.753
6750,Young,Tellarite,2,7.67,35,"VOY, LD",2.75
6278,Toran,Bajoran,2,6.99,50,DS9,2.749
702,Boma,Human,1,7.1,47,TOS,2.749
1815,Ferris,Human,1,7.1,47,TOS,2.749
1954,Gaetano,Human,1,7.1,47,TOS,2.749
5605,Shavo,Orion,1,7.1,47,DIS,2.749
4151,Mears,Human,1,7.1,47,TOS,2.749
5604,Shava,Orion,1,7.1,47,DIS,2.749
307,Ann Mulhall,Human,1,7.5,38,TOS,2.748
5501,Sargon,Arretan,1,7.5,38,TOS,2.748
6123,Thalassa,Arretan,1,7.5,38,TOS,2.748
2356,Henoch,Arretan,1,7.5,38,TOS,2.748
2141,Graham,Human,2,6.44,70,TNG,2.746
3367,Kolos,Klingon,2,7.06,48,"ENT, DS9",2.746
2683,Jackson Roykirk,Human,1,7.3,42,TOS,2.746
4860,Phillip Green,Human,2,6.93,51,"ENT, TOS",2.74
5488,Santos,Human,1,7.9,31,TNG,2.738
3887,Macias,Human,1,7.9,31,TNG,2.738
6754,Yranac,Yridian,1,7.7,34,TNG,2.738
6461,Vassery,Human,2,7.7,34,LD,2.738
1182,D. Chang,Human,3,6.77,56,ENT,2.737
1068,Cobum,Human,1,8.5,24,DS9,2.736
5674,Sitak,Vulcan,1,8.5,24,DS9,2.736
4672,Ornithar,Karemma,1,8.3,26,DS9,2.736
5659,Sims,Human,1,8.2,27,VOY,2.732
4248,Midia,Unknown,1,8.2,27,DS9,2.732
2859,Jim,Human,1,8.2,27,VOY,2.732
1301,Dave,Human,1,8.2,27,VOY,2.732
697,Boheeka,Cardassian,1,8.2,27,DS9,2.732
1733,Etheria,Unknown,1,8.2,27,DS9,2.732
5062,Ralidia,Unknown,1,8.2,27,DS9,2.732
944,Ch'Pok,Klingon,1,8.2,27,DS9,2.732
5892,T'Lara,Vulcan,1,8.2,27,DS9,2.732
3638,Leto,Kwejian,3,5.78,112,DIS,2.732
3467,Kyheem,Kwejian,3,5.78,112,DIS,2.732
6789,Zayner,Angosian,1,7.4,39,TNG,2.73
6560,Wagnor,Angosian,1,7.4,39,TNG,2.73
2279,Hanar,Kelvan,1,7.4,39,TOS,2.73
4481,Nayrok,Angosian,1,7.4,39,TNG,2.73
1730,Etana,Ktarian,1,7.4,39,TNG,2.73
3226,Kelinda,Kelvan,1,7.4,39,TOS,2.73
5305,Rojan,Kelvan,1,7.4,39,TOS,2.73
5295,Roga Danar,Angosian,1,7.4,39,TNG,2.73
528,Bardoli,Human,1,7.5,37,TOS,2.728
5243,Rizzo,Human,1,7.5,37,TOS,2.728
3411,Kozak,Klingon,1,8.1,28,DS9,2.728
1123,Coutu,Parada/Paradan,1,8.1,28,DS9,2.728
1165,D'Ghor,Klingon,1,8.1,28,DS9,2.728
1351,DeCurtis,Human,1,8.1,28,DS9,2.728
1087,Companion,Human,1,7.1,45,TOS,2.718
4447,Nancy Hedford,Human,1,7.1,45,TOS,2.718
4311,Mitena Haro,Unknown,1,7.4,38,TNG,2.711
1728,Esoqq,Chalnoth,1,7.4,38,TNG,2.711
3404,Kova Tholl,Mizarian,1,7.4,38,TNG,2.711
5941,T. Palmer,Human,2,7.2,42,ENT,2.71
4496,Nella Daren,Human,1,7.5,36,TNG,2.708
5205,Richardson,Human,1,7.5,36,TNG,2.708
998,Cheney,Human,1,7.5,36,TNG,2.708
1396,Deng,Unknown,1,7.5,36,TNG,2.708
3117,Kal,Coridanite,1,7.2,42,DIS,2.708
2015,Gene,Unknown,1,7.2,42,DIS,2.708
4681,Os'ir,Coridanite,1,7.2,42,DIS,2.708
4473,Nathan,Human,1,8.3,25,DS9,2.704
128,Ahni Jetal,Human,1,8.3,25,VOY,2.704
5652,Sim,Human,1,8.4,24,ENT,2.704
2426,Honey Bare,Human,1,8.2,26,DS9,2.703
266,Anastasia Komananov,Human,1,8.2,26,DS9,2.703
706,Borath,Vorta,1,8.2,26,DS9,2.703
882,Caprice,Human,1,8.2,26,DS9,2.703
1779,Falcon,Human,1,8.2,26,DS9,2.703
1527,Duchamps,Human,1,8.2,26,DS9,2.703
4337,Mona Luvsitt,Human,1,8.2,26,DS9,2.703
2406,Hippocrates Noah,Human,1,8.2,26,DS9,2.703
5042,Raan,Suliban,1,8.2,26,ENT,2.703
6423,Vaatrik,Bajoran,1,8.1,27,DS9,2.699
1005,Ches'sarro Seeto,Bajoran,1,8.1,27,DS9,2.699
6326,Trazko,Bajoran,1,8.1,27,DS9,2.699
6424,Vaatrik Pallra,Bajoran,1,8.1,27,DS9,2.699
526,Barbara series,Unknown,1,7.3,39,TOS,2.693
201,Alice series,Unknown,1,7.3,39,TOS,2.693
4684,Oscar series,Unknown,1,7.3,39,TOS,2.693
5344,Rowe,Human,1,7.3,39,TOS,2.693
4582,Norman,Unknown,1,7.3,39,TOS,2.693
3005,Jordan,Human,1,7.3,39,TOS,2.693
3919,Maisie series,Unknown,1,7.3,39,TOS,2.693
2381,Herman series,Unknown,1,7.3,39,TOS,2.693
6354,Trudy series,Unknown,1,7.3,39,TOS,2.693
314,Annabelle series,Unknown,1,7.3,39,TOS,2.693
6091,Tepo,Iotian,1,7.4,37,TOS,2.692
569,Bela Okmyx,Iotian,1,7.4,37,TOS,2.692
3126,Kalo,Iotian,1,7.4,37,TOS,2.692
3155,Karf,Iotian,1,7.4,37,TOS,2.692
6774,Zabo,Iotian,1,7.4,37,TOS,2.692
2975,Jojo Krako,Iotian,1,7.4,37,TOS,2.692
4304,Mirt,Iotian,1,7.4,37,TOS,2.692
3140,Kaplan,Human,1,7.2,41,TOS,2.691
4024,Marple,Human,1,7.2,41,TOS,2.691
4034,Martha Landon,Human,1,7.2,41,TOS,2.691
2350,Hendorff,Human,1,7.2,41,TOS,2.691
5521,Sayana,Vaalian,1,7.2,41,TOS,2.691
3933,Mallory,Human,1,7.2,41,TOS,2.691
3922,Makora,Vaalian,1,7.2,41,TOS,2.691
136,Akuta,Vaalian,1,7.2,41,TOS,2.691
3764,Luaran,Vorta,1,8.7,21,DS9,2.689
1038,Chu'vok,Klingon,1,8.7,21,DS9,2.689
6529,Vornar,Cardassian,1,8.7,21,DS9,2.689
3134,Kaminer,Human,1,7.5,35,TNG,2.688
5576,Setti,Human,1,7.5,35,TNG,2.688
1598,Edward Hagler,Human,1,7.5,35,TNG,2.688
2924,John Christopher,Human,1,7.1,43,TOS,2.687
1802,Fellini,Human,1,7.1,43,TOS,2.687
6582,Webb,Human,1,7.1,43,TOS,2.687
2905,Joe Tormolen,Human,1,6.7,54,TOS,2.685
5223,Riley Aldrin Shepard,Human,2,7.0,45,DS9,2.679
6234,Tolor,Orion,2,6.18,75,DIS,2.678
6533,Vosk,Na'kuhl,2,7.3,38,ENT,2.674
903,Carmine,Human,2,7.3,38,ENT,2.674
203,Alicia Travers,Human,2,7.3,38,ENT,2.674
322,Annie,Human,1,7.4,36,TNG,2.672
1626,Eli Hollander,Human,1,7.4,36,TNG,2.672
6432,Valek,Kazon,2,7.1,42,VOY,2.67
3725,Loran,Kazon,2,7.1,42,VOY,2.67
5834,Surat,Kazon,2,7.1,42,VOY,2.67
4740,Parell,Human,1,8.1,26,DS9,2.67
1945,Gabriel,Human,1,8.1,26,DS9,2.67
4298,Miranda O'Brien,Human,1,8.1,26,DS9,2.67
4326,Molly,Human,1,8.1,26,DS9,2.67
794,Brota,Unknown,1,8.1,26,DS9,2.67
6730,Yelgrun,Vorta,1,8.1,26,DS9,2.67
6727,Yedrin Dax,Human,1,8.1,26,DS9,2.67
6085,Templeton,Human,2,6.97,45,VOY,2.667
3726,Lord Burleigh,Human,2,6.97,45,VOY,2.667
367,Argyle,Human,2,6.0,84,TNG,2.666
6280,Torath,Klingon,1,6.8,49,DIS,2.66
5912,T'Shen Kovil,Human,1,6.8,49,DIS,2.66
2140,Grafk,Klingon,1,6.8,49,DIS,2.66
5650,Silrek,Klingon,1,6.8,49,DIS,2.66
6588,Wen,Human,1,7.2,39,DIS,2.656
763,Briam,Kriosian,1,7.3,37,TNG,2.655
4959,Qol,Ferengi,1,7.3,37,TNG,2.655
219,Alrik,Valtese,1,7.3,37,TNG,2.655
3129,Kamala,Kriosian,1,7.3,37,TNG,2.655
468,B'Tardat,Kaelon,1,7.3,37,TNG,2.655
6199,Timicin,Kaelon,1,7.3,37,TNG,2.655
4737,Par Lenor,Ferengi,1,7.3,37,TNG,2.655
3773,Luisa Kim,Human,1,7.1,41,TNG,2.654
665,Bjorn Bensen,Human,1,7.1,41,TNG,2.654
399,Arthur Malencon,Human,1,7.1,41,TNG,2.654
5073,Ramos,Human,1,7.1,41,TNG,2.654
3458,Kurt Mandl,Human,1,7.1,41,TNG,2.654
3450,Kunivas,Klingon,1,7.1,41,TNG,2.654
3371,Konmel,Klingon,1,7.1,41,TNG,2.654
3063,K'Nera,Klingon,1,7.1,41,TNG,2.654
3392,Korris,Klingon,1,7.1,41,TNG,2.654
383,Armus,Vagran,2,6.71,51,"TNG, LD",2.652
930,Castro,Human,2,8.05,26,LD,2.652
239,Amanda Rogers,Q,1,7.4,35,TNG,2.652
4670,Orn Lote,Tagran,1,7.4,35,TNG,2.652
4895,Pollux,Human,1,6.2,71,SNW,2.652
5218,Ridley,Human,1,6.2,71,SNW,2.652
3310,King,Unknown,1,6.2,71,SNW,2.652
115,Adya,Human,1,6.2,71,SNW,2.652
4522,Neve,Human,1,6.2,71,SNW,2.652
433,Audrey,Human,1,6.2,71,SNW,2.652
233,Amand Rauth,Human,1,6.2,71,SNW,2.652
6125,Thalia,Human,1,6.2,71,SNW,2.652
929,Caster,Human,1,6.2,71,SNW,2.652
6769,Z'ymira,Human,1,6.2,71,SNW,2.652
5364,Runa,Unknown,1,6.2,71,SNW,2.652
1369,Debra,Unknown,1,6.2,71,SNW,2.652
6376,Tyler,Human,1,7.5,33,TNG,2.645
5644,Sigmund Freud,Human,1,7.5,33,TNG,2.645
3202,Kazago,Ferengi,1,6.9,45,TNG,2.642
5090,Rata,Ferengi,1,6.9,45,TNG,2.642
2241,H'ta,Klingon,1,8.2,24,DS9,2.639
2456,Huss,Klingon,1,8.2,24,DS9,2.639
951,Chandler,Human,1,8.2,24,DS9,2.639
5918,T'vis,Klingon,1,8.2,24,DS9,2.639
3413,Krajensky,Changeling,1,8.2,24,DS9,2.639
3108,Kagan,Human,1,8.2,24,DS9,2.639
829,Butch,Human,1,8.1,25,VOY,2.639
4903,Porter,Human,1,8.1,25,VOY,2.639
3405,Koval,Romulan,1,8.3,23,DS9,2.638
2389,Hickam,Human,1,8.3,23,DS9,2.638
4658,Onquanii,Garan,1,8.3,23,VOY,2.638
364,Ardra,Unknown,1,7.2,38,TNG,2.638
6635,William B. Harrison,Human,1,7.2,38,TOS,2.638
6002,Tam Elbrun,Betazoid,1,7.2,38,TNG,2.638
1057,Claudius Marcus,892-IV native,1,7.2,38,TOS,2.638
1797,Fek'lhr,Unknown,1,7.2,38,TNG,2.638
5259,Robert DeSoto,Human,1,7.2,38,TNG,2.638
1835,Flavius Maximus,892-IV native,1,7.2,38,TOS,2.638
1419,Devil,Unknown,1,7.2,38,TNG,2.638
1523,Drusilla,Unknown,1,7.2,38,TOS,2.638
5563,Septimus,892-IV native,1,7.2,38,TOS,2.638
2236,Guy of Gisbourne,Human,1,7.2,38,TNG,2.638
5119,Red Angel,Unknown,1,7.2,38,DIS,2.638
5039,R.M. Merik,Human,1,7.2,38,TOS,2.638
2442,Howard Clark,Human,1,7.2,38,TNG,2.638
2685,Jacob Marley,Unknown,1,7.2,38,TNG,2.638
3143,Kara,Sigma Draconis VI native,1,7.2,38,TOS,2.638
91,Acost Jared,Ventaxian,1,7.2,38,TNG,2.638
90,Achilles,892-IV native,1,7.2,38,TOS,2.638
3785,Lurin,Ferengi,1,7.3,36,TNG,2.636
605,Berik,Ferengi,1,7.3,36,TNG,2.636
4372,Morta,Ferengi,1,7.3,36,TNG,2.636
4887,Plasus,Ardanan,1,7.3,36,TOS,2.636
6450,Vanna,Ardanan,1,7.3,36,TOS,2.636
4250,Midro,Ardanan,1,7.3,36,TOS,2.636
306,Anka,Ardanan,1,7.3,36,TOS,2.636
1522,Droxine,Ardanan,1,7.3,36,TOS,2.636
256,Amina Ramsey,Human,2,7.91,27,LD,2.635
4176,Mendez,Human,2,6.63,52,"TNG, VOY",2.633
2364,Henry Garcia,Human,1,7.9,27,DS9,2.632
2139,Grady,Human,1,7.9,27,DS9,2.632
4923,Preston,Human,1,7.9,27,DS9,2.632
3781,Lupaza,Bajoran,2,6.9,44,DS9,2.627
4916,Pran Tainer,Atrean,1,7.5,32,TNG,2.622
4105,Mauric,Kesprytt,1,7.5,32,TNG,2.622
3737,Lorin,Kesprytt,1,7.5,32,TNG,2.622
3045,Juliana Tainer,Unknown,1,7.5,32,TNG,2.622
3787,Lurry,Human,1,7.2,37,TOS,2.619
4558,Nilz Baris,Human,1,7.2,37,TOS,2.619
1538,Durango,Human,2,7.77,28,LD,2.617
6472,Vendome,Bolian,2,7.69,29,LD,2.617
6686,Wong,Human,2,7.69,29,LD,2.617
4433,Nagilum,Unknown,1,7.0,41,TNG,2.616
2319,Haskell,Human,1,7.0,41,TNG,2.616
4581,Nori,Human,2,6.91,43,"DS9, VOY",2.615
3325,Kira Taban,Bajoran,2,6.95,42,DS9,2.614
30,A. Jacobson,Human,2,6.58,52,ENT,2.614
6569,Walter Baxter,Human,2,6.75,47,VOY,2.612
390,Arridor,Ferengi,2,6.37,59,"VOY, TNG",2.61
3366,Kolopak,Human,2,6.85,44,VOY,2.608
4115,Maximilian Forrest,Unknown,1,8.2,23,ENT,2.606
6098,Terev,Tellarite,1,8.2,23,ENT,2.606
6608,Weyoun 6,Vorta,1,8.2,23,DS9,2.606
3635,Letant,Romulan,1,8.2,23,DS9,2.606
2081,Gint,Ferengi,1,8.2,23,DS9,2.606
585,Benil,Cardassian,1,7.9,26,DS9,2.604
2501,Iliana Ghemor,Cardassian,1,7.9,26,DS9,2.604
1689,Entek,Cardassian,1,7.9,26,DS9,2.604
6003,Tamal,Human,1,7.9,26,DS9,2.604
6755,Yteppa,Kobliad,1,7.9,26,DS9,2.604
6731,Yeln,Bajoran,1,7.9,26,DS9,2.604
368,Ari,Cardassian,1,7.9,26,DS9,2.604
5085,Ranor,Cardassian,1,7.9,26,DS9,2.604
170,Alenis Grem,Bajoran,1,7.9,26,DS9,2.604
5731,Soto,Lethean,1,7.9,26,DS9,2.604
3385,Korinas,Cardassian,1,7.9,26,DS9,2.604
3535,Langor,Brekkian,1,6.8,45,TNG,2.603
5694,Sobi,Brekkian,1,6.8,45,TNG,2.603
3977,Margan,Ornaran,1,6.8,45,TNG,2.603
5314,Romas,Ornaran,1,6.8,45,TNG,2.603
5887,T'Jon,Ornaran,1,6.8,45,TNG,2.603
1147,Cunningham,Human,2,7.16,37,ENT,2.603
4256,Mike Burnham,Human,1,7.2,36,DIS,2.6
6129,The Albino,Unknown,1,7.8,27,DS9,2.599
1946,Gabriel Bell,Human,1,7.8,27,DS9,2.599
5982,Takenta,Tyran,1,7.4,32,TNG,2.587
3240,Kelso,Human,1,7.4,32,TNG,2.587
4871,Pierson,Unknown,1,7.4,32,TNG,2.587
1787,Farallon,Tyran,1,7.4,32,TNG,2.587
342,Apella,Neural native,1,7.0,39,TOS,2.582
4575,Nona,Neural native,1,7.0,39,TOS,2.582
6764,Yutan,Neural native,1,7.0,39,TOS,2.582
6379,Tyree,Neural native,1,7.0,39,TOS,2.582
4374,Moseley,Human,1,7.2,35,TNG,2.58
3954,Mara,Klingon,1,7.2,35,TOS,2.58
