character_name,species,num_episodes,nn_avg_rating,total_votes,series,popularity_score
Walker Keel,Human,1,6.96,43,TNG,0.18
Webb,Human,1,6.71,43,TOS,0.18
One,Borg,1,7.92,28,VOY,0.18
DeSeve,Human,1,7.25,36,TNG,0.18
Rainer,Human,1,7.15,34,TNG,0.18
Yassim,Bajoran,1,7.75,26,DS9,0.18
Kova Tholl,Mizarian,1,6.89,38,TNG,0.18
Ramsey,Human,1,6.95,45,TNG,0.18
Companion,Human,1,6.77,45,TOS,0.18
Quinn,Q,1,7.7,27,VOY,0.18
R. Ascher,Human,1,7.74,27,ENT,0.18
Charley,Human,1,6.97,42,TOS,0.18
Retaya,Flaxian,1,7.79,27,DS9,0.18
Gosheven,Human,1,6.89,41,TNG,0.18
Goval,Borg,1,7.12,35,TNG,0.18
Remata'Klan,Jem'Hadar,1,7.75,26,DS9,0.18
Odala,Voth,1,7.83,28,VOY,0.18
Lawrence Marvick,Human,1,7.16,37,TOS,0.18
Lazarus,Human,1,6.89,44,TOS,0.18
Debra,Unknown,1,6.09,71,SNW,0.18
Deem,Capellan,1,6.88,41,TOS,0.18
Roga Danar,Angosian,1,6.88,39,TNG,0.18
Rixx,Bolian,1,6.96,43,TNG,0.18
Rizzo,Human,1,6.95,37,TOS,0.18
Roberta Lincoln,Human,1,6.97,42,TOS,0.18
Grafk,Klingon,1,6.5,49,DIS,0.18
Grant,Human,1,6.88,41,TOS,0.18
Ridley,Human,1,6.09,71,SNW,0.18
Nicholas Locarno,Human,1,7.15,37,TNG,0.18
Devor,Human,1,7.24,36,TNG,0.18
Devro,Overlooker,1,7.73,27,VOY,0.18
Deyos,Vorta,1,8.06,26,DS9,0.18
Nicole,Unknown,1,7.81,26,VOY,0.18
Nayrok,Angosian,1,6.88,39,TNG,0.18
Gabriel Hwang,Human,1,6.48,55,PIC,0.18
Gaetano,Human,1,6.68,47,TOS,0.18
Kieran,Human,1,7.81,25,VOY,0.18
King,Unknown,1,6.09,71,SNW,0.18
Vup,Beta Annari,1,6.48,55,PIC,0.18
Wagnor,Angosian,1,6.88,39,TNG,0.18
Rojan,Kelvan,1,6.92,39,TOS,0.18
Rollins,Human,1,6.89,46,VOY,0.18
Kiros,Arkarian,1,7.24,36,TNG,0.18
Charlene Masters,Human,1,6.89,44,TOS,0.18
Needle Fingers,Unknown,1,7.85,25,VOY,0.18
Neeley,Human,1,7.75,26,DS9,0.18
Neil,Human,1,7.24,36,TNG,0.18
Neve,Human,1,6.09,71,SNW,0.18
Leonard James Akaar,Capellan,1,6.88,41,TOS,0.18
Nancy Hedford,Human,1,6.77,45,TOS,0.18
Nadia Larkin,Human,1,7.9,28,DS9,0.18
Kelsey,Human,1,7.24,36,TNG,0.18
Kennelly,Human,1,7.23,38,TNG,0.18
Gromek,Human,1,6.96,41,TNG,0.18
Kentor,Human,1,6.89,41,TNG,0.18
Keogh,Human,1,7.78,26,DS9,0.18
Kesha,Bajoran,1,7.58,27,DS9,0.18
Caster,Human,1,6.09,71,SNW,0.18
Cavit,Human,1,6.89,46,VOY,0.18
Salazar,Human,1,7.12,35,TNG,0.18
Thaddius Riker,Human,1,7.7,27,VOY,0.18
Thalassa,Arretan,1,7.04,38,TOS,0.18
Jean Hajar,Human,1,7.15,37,TNG,0.18
Tepo,Iotian,1,6.94,37,TOS,0.18
Audrey,Human,1,6.09,71,SNW,0.18
Vargas,Human,1,7.9,28,DS9,0.18
Frola Gegen,Voth,1,7.83,28,VOY,0.18
Don Juan,Human,1,6.69,46,TOS,0.18
Mulchaey,Human,1,7.92,28,VOY,0.18
N'Vek,Romulan,1,7.25,36,TNG,0.18
Moninger,Unknown,1,7.81,28,ENT,0.18
Torsus,Borg,1,7.4,34,TNG,0.18
Satelk,Vulcan,1,7.15,37,TNG,0.18
Calvin Hutchinson,Human,1,7.24,36,TNG,0.18
Kelinda,Kelvan,1,6.92,39,TOS,0.18
Runa,Unknown,1,6.09,71,SNW,0.18
Ruth,Human,1,6.69,46,TOS,0.18
Jack Nesvig,Human,1,6.97,42,TOS,0.18
Jackson Roykirk,Human,1,6.9,42,TOS,0.18
Tonia Barrows,Human,1,6.69,46,TOS,0.18
Torath,Klingon,1,6.5,49,DIS,0.18
Toreth,Romulan,1,7.25,36,TNG,0.18
Ard'rian McKenzie,Human,1,6.89,41,TNG,0.18
Keel,Capellan,1,6.88,41,TOS,0.18
Keeper,Keeper's species,1,6.69,46,TOS,0.18
Keeve Falor,Bajoran,1,7.23,38,TNG,0.18
Haluk,Voth,1,7.83,28,VOY,0.18
Hanar,Kelvan,1,6.92,39,TOS,0.18
Sargon,Arretan,1,7.04,38,TOS,0.18
Brand,Human,1,7.15,37,TNG,0.18
Shava,Orion,1,6.76,47,DIS,0.18
Shavo,Orion,1,6.76,47,DIS,0.18
Haritath,Human,1,6.89,41,TNG,0.18
Shannon O'Donnel,Human,1,7.81,25,VOY,0.18
Satler,Unknown,1,7.24,36,TNG,0.18
Satok,Vulcan,1,7.27,33,TNG,0.18
Savar,Vulcan,1,6.96,43,TNG,0.18
Mirt,Iotian,1,6.94,37,TOS,0.18
Mitena Haro,Unknown,1,6.89,38,TNG,0.18
Duur,Capellan,1,6.88,41,TOS,0.18
Limara'Son,Jem'Hadar,1,7.75,26,DS9,0.18
Lipton,Human,1,6.97,42,TOS,0.18
Skoran,Barkonian,1,7.15,34,TNG,0.18
Karf,Iotian,1,6.94,37,TOS,0.18
Kartan,Human,1,7.01,41,TOS,0.18
Kal,Coridanite,1,6.79,42,DIS,0.18
Boma,Human,1,6.68,47,TOS,0.18
Bosus,Borg,1,7.4,34,TNG,0.18
Silrek,Klingon,1,6.5,49,DIS,0.18
Forra Gegen,Voth,1,7.83,28,VOY,0.18
Miranda Jones,Human,1,7.16,37,TOS,0.18
Mestral,Vulcan,1,7.74,27,ENT,0.18
Eleen,Capellan,1,6.88,41,TOS,0.18
Albert,Human,1,7.15,37,TNG,0.18
Wrenn,Tarellian,1,6.78,45,TNG,0.18
Wyatt Miller,Human,1,6.78,45,TNG,0.18
Steven Miller,Human,1,6.78,45,TNG,0.18
Kalo,Iotian,1,6.94,37,TOS,0.18
Amand Rauth,Human,1,6.09,71,SNW,0.18
Victoria Miller,Human,1,6.78,45,TNG,0.18
Bill,Human,1,7.85,25,VOY,0.18
Bjayzl,Unknown,1,6.48,55,PIC,0.18
Black Knight,Human,1,6.69,46,TOS,0.18
Stron,Vulcan,1,7.74,27,ENT,0.18
Spot II,Unknown,1,6.87,44,PIC,0.18
Stadi,Betazoid,1,6.89,46,VOY,0.18
Yranac,Yridian,1,7.13,34,TNG,0.18
K'Temoc,Klingon,1,6.96,41,TNG,0.18
Stephen Hawking,Human,1,7.4,34,TNG,0.18
Mears,Human,1,6.68,47,TOS,0.18
Ferris,Human,1,6.68,47,TOS,0.18
Finnegan,Human,1,6.69,46,TOS,0.18
Akaar,Capellan,1,6.88,41,TOS,0.18
Maury Ginsberg,Human,1,7.7,27,VOY,0.18
Junior,Unknown,1,7.85,25,VOY,0.18
Jojo Krako,Iotian,1,6.94,37,TOS,0.18
Beata,Angel I native,1,6.95,45,TNG,0.18
Bela Okmyx,Iotian,1,6.94,37,TOS,0.18
Henoch,Arretan,1,7.04,38,TOS,0.18
Jason Janeway,Human,1,7.81,25,VOY,0.18
Tellus,Vulcan,1,7.74,27,ENT,0.18
T'Shen Kovil,Human,1,6.5,49,DIS,0.18
Maab,Capellan,1,6.88,41,TOS,0.18
Eris,Vorta,1,7.78,26,DS9,0.18
Esoqq,Chalnoth,1,6.89,38,TNG,0.18
Esteban Rodriguez,Human,1,6.69,46,TOS,0.18
Etana,Ktarian,1,6.95,39,TNG,0.18
Henry Janeway,Human,1,7.81,25,VOY,0.18
Bardoli,Human,1,6.95,37,TOS,0.18
Barnaby,Human,1,7.12,35,TNG,0.18
Taibak,Romulan,1,7.11,35,TNG,0.18
Taitt,Human,1,7.12,35,TNG,0.18
T'Mir,Vulcan,1,7.74,27,ENT,0.18
T'Paal,Vulcan,1,7.27,33,TNG,0.18
Zayner,Angosian,1,6.88,39,TNG,0.18
Tayar,Borg,1,7.4,34,TNG,0.18
Joe Tormolen,Human,1,6.43,54,TOS,0.18
John Christopher,Human,1,6.71,43,TOS,0.18
Aurelan Kirk,Human,1,7.01,41,TOS,0.18
Talak'talan,Jem'Hadar,1,7.78,26,DS9,0.18
Talur,Barkonian,1,7.15,34,TNG,0.18
Tryla Scott,Human,1,6.96,43,TNG,0.18
Jabin,Kazon,1,6.89,46,VOY,0.18
Ann Mulhall,Human,1,7.04,38,TOS,0.18
Toscat,Ocampa,1,6.89,46,VOY,0.18
Tova Veer,Voth,1,7.83,28,VOY,0.18
Trent,Human,1,6.95,45,TNG,0.18
Marci Collins,Human,1,7.81,25,VOY,0.18
Valeda Innis,Haven native,1,6.78,45,TNG,0.18
Adah,Human,1,6.89,46,VOY,0.18
Isis,Unknown,1,6.97,42,TOS,0.18
Vagh,Klingon,1,7.11,35,TNG,0.18
Ziggy,Human,1,6.38,42,TNG,0.17
Farallon,Tyran,1,6.89,32,TNG,0.17
Falcon,Human,1,7.52,26,DS9,0.17
Kozak,Klingon,1,7.42,28,DS9,0.17
Red Angel,Unknown,1,6.76,38,DIS,0.17
Richardson,Human,1,6.97,36,TNG,0.17
Ches'sarro Seeto,Bajoran,1,7.5,27,DS9,0.17
Cheney,Human,1,6.97,36,TNG,0.17
Kol-Sha,Klingon,1,6.35,44,DIS,0.17
Iliana Ghemor,Cardassian,1,7.28,26,DS9,0.17
Tuvix,Talaxian,1,7.23,27,VOY,0.17
Trudy series,Unknown,1,6.77,39,TOS,0.17
Vanna,Ardanan,1,6.94,36,TOS,0.17
Marple,Human,1,6.74,41,TOS,0.17
Margan,Ornaran,1,6.45,45,TNG,0.17
Lurry,Human,1,6.75,37,TOS,0.17
Lurin,Ferengi,1,6.82,36,TNG,0.17
Madela Tal,Unknown,1,6.19,47,DIS,0.17
Etheria,Unknown,1,7.49,27,DS9,0.17
Mara,Klingon,1,6.79,35,TOS,0.17
Trazko,Bajoran,1,7.5,27,DS9,0.17
Trajis Lo-Tarik,Unknown,1,7.5,23,VOY,0.17
Anka,Ardanan,1,6.94,36,TOS,0.17
Fek'lhr,Unknown,1,6.73,38,TNG,0.17
Esaak,Valakian,1,7.47,24,ENT,0.17
Luisa Kim,Human,1,6.66,41,TNG,0.17
Andrus Hagan,Betazoid,1,6.61,36,TNG,0.17
Tyree,Neural native,1,6.61,39,TOS,0.17
Tyler,Human,1,7.01,33,TNG,0.17
Raymond Marr,Unknown,1,6.78,35,TNG,0.17
Grady,Human,1,7.18,27,DS9,0.17
Korinas,Cardassian,1,7.34,26,DS9,0.17
Robert DeSoto,Human,1,6.75,38,TNG,0.17
Rivan,Edo,1,6.53,43,TNG,0.17
Chantal Zaheva,Human,1,6.61,36,TNG,0.17
Chandler,Human,1,7.52,24,DS9,0.17
Ch'Pok,Klingon,1,7.49,27,DS9,0.17
Rowe,Human,1,6.77,39,TOS,0.17
Yedrin Dax,Human,1,7.47,26,DS9,0.17
Ralidia,Unknown,1,7.49,27,DS9,0.17
Claudius Marcus,892-IV native,1,6.74,38,TOS,0.17
Chu'vok,Klingon,1,7.93,21,DS9,0.17
Rayna Kapec,Unknown,1,6.72,34,TOS,0.17
Ronald Tracey,Human,1,6.74,37,TOS,0.17
Macias,Human,1,7.28,31,TNG,0.17
Martha Landon,Human,1,6.74,41,TOS,0.17
Tokath,Romulan,1,6.87,33,TNG,0.17
Apella,Neural native,1,6.61,39,TOS,0.17
Annie,Human,1,6.91,36,TNG,0.17
Annabelle series,Unknown,1,6.77,39,TOS,0.17
Romas,Ornaran,1,6.45,45,TNG,0.17
Kila Marr,Human,1,6.78,35,TNG,0.17
Ranor,Cardassian,1,7.34,26,DS9,0.17
Ramos,Human,1,6.73,41,TNG,0.17
Koval,Romulan,1,7.58,23,DS9,0.17
Korris,Klingon,1,6.73,41,TNG,0.17
Yelgrun,Vorta,1,7.43,26,DS9,0.17
Akuta,Vaalian,1,6.74,41,TOS,0.17
Toq,Klingon,1,6.87,33,TNG,0.17
Jacob Marley,Unknown,1,6.73,38,TNG,0.17
Cobum,Human,1,7.83,24,DS9,0.17
Cloud William,Omega IV native,1,6.74,37,TOS,0.17
Rata,Ferengi,1,6.54,45,TNG,0.17
Keval,Andorian,1,7.47,24,ENT,0.17
Vos,Trill,1,6.19,47,DIS,0.17
Vornar,Cardassian,1,7.93,21,DS9,0.17
H'ta,Klingon,1,7.53,24,DS9,0.17
Guy of Gisbourne,Human,1,6.83,38,TNG,0.17
Kelso,Human,1,6.89,32,TNG,0.17
Carmen Davila,Human,1,6.78,35,TNG,0.17
Raan,Suliban,1,7.57,26,ENT,0.17
R.M. Merik,Human,1,6.74,38,TOS,0.17
Qol,Ferengi,1,6.85,37,TNG,0.17
Ardra,Unknown,1,6.73,38,TNG,0.17
Ahni Jetal,Human,1,7.67,25,VOY,0.17
Entek,Cardassian,1,7.28,26,DS9,0.17
Mauric,Kesprytt,1,6.96,32,TNG,0.17
Porter,Human,1,7.42,25,VOY,0.17
Plasus,Ardanan,1,6.94,36,TOS,0.17
Coutu,Parada/Paradan,1,7.47,28,DS9,0.17
Kurt Mandl,Human,1,6.66,41,TNG,0.17
Kunivas,Klingon,1,6.73,41,TNG,0.17
Alice series,Unknown,1,6.77,39,TOS,0.17
Prixus,Human,1,6.49,39,TNG,0.17
Preston,Human,1,7.18,27,DS9,0.17
Pran Tainer,Atrean,1,6.96,32,TNG,0.17
Cara Tal,Unknown,1,6.19,47,DIS,0.17
Caprice,Human,1,7.52,26,DS9,0.17
Sarjenka,Dreman,1,6.49,39,TNG,0.17
Timicin,Kaelon,1,6.83,37,TNG,0.17
Lorin,Kesprytt,1,6.96,32,TNG,0.17
Huss,Klingon,1,7.53,24,DS9,0.17
Thorne,Human,1,6.74,35,TNG,0.17
Ari,Cardassian,1,7.28,26,DS9,0.17
Butch,Human,1,7.42,25,VOY,0.17
Alrik,Valtese,1,6.85,37,TNG,0.17
Gint,Ferengi,1,7.61,23,DS9,0.17
Gillespie,Human,1,6.61,36,TNG,0.17
Krajensky,Changeling,1,7.59,24,DS9,0.17
Kazago,Ferengi,1,6.54,45,TNG,0.17
Santos,Human,1,7.28,31,TNG,0.17
Sayana,Vaalian,1,6.74,41,TOS,0.17
Brota,Unknown,1,7.47,26,DS9,0.17
Wu,Omega IV native,1,6.74,37,TOS,0.17
Alans,Human,1,6.49,39,TNG,0.17
Alenis Grem,Bajoran,1,7.28,26,DS9,0.17
Albert Kim,Unknown,1,6.35,44,DIS,0.17
Eli Hollander,Human,1,6.91,36,TNG,0.17
The Albino,Unknown,1,7.2,27,DS9,0.17
Toby Russell,Human,1,6.82,34,TNG,0.17
Pierson,Unknown,1,6.89,32,TNG,0.17
D'Ghor,Klingon,1,7.42,28,DS9,0.17
Setti,Human,1,6.96,35,TNG,0.17
Septimus,892-IV native,1,6.74,38,TOS,0.17
Kara,Sigma Draconis VI native,1,6.8,38,TOS,0.17
Kaplan,Human,1,6.74,41,TOS,0.17
Kaminer,Human,1,6.96,35,TNG,0.17
Arthur Malencon,Human,1,6.66,41,TNG,0.17
Miranda O'Brien,Human,1,7.47,26,DS9,0.17
Flint,Human,1,6.72,34,TOS,0.17
Flavius Maximus,892-IV native,1,6.74,38,TOS,0.17
Honey Bare,Human,1,7.52,26,DS9,0.17
Texas,Human,1,6.38,42,TNG,0.17
Thon,Andorian,1,7.47,24,ENT,0.17
Peeples,Human,1,6.61,36,TNG,0.17
Pavlik,Human,1,6.66,36,TNG,0.17
Krite,J'naii,1,6.53,38,TNG,0.17
Kasha Tal,Unknown,1,6.19,47,DIS,0.17
Briam,Kriosian,1,6.85,37,TNG,0.17
Sim,Human,1,7.78,24,ENT,0.17
Parell,Human,1,7.47,26,DS9,0.17
Par Lenor,Ferengi,1,6.85,37,TNG,0.17
Sigmund Freud,Human,1,7.01,33,TNG,0.17
Borath,Vorta,1,7.6,26,DS9,0.17
Lokai,Cheron native,1,6.72,36,TOS,0.17
Logan,Human,1,6.54,41,TNG,0.17
Luaran,Vorta,1,7.93,21,DS9,0.17
Mike Burnham,Human,1,6.79,36,DIS,0.17
Midro,Ardanan,1,6.94,36,TOS,0.17
Midia,Unknown,1,7.49,27,DS9,0.17
Mickey D,Human,1,6.38,42,TNG,0.17
Edward Hagler,Human,1,6.96,35,TNG,0.17
Orn Lote,Tagran,1,6.97,35,TNG,0.17
Dave,Human,1,7.57,27,VOY,0.17
Sitak,Vulcan,1,7.83,24,DS9,0.17
Sirah,Omega IV native,1,6.74,37,TOS,0.17
Sims,Human,1,7.57,27,VOY,0.17
Solis,Human,1,6.54,41,TNG,0.17
Boheeka,Cardassian,1,7.53,27,DS9,0.17
Temple,Human,1,6.65,35,TNG,0.17
Telok,Klingon,1,7.24,26,DS9,0.17
Lin,Human,1,6.61,36,TNG,0.17
Jenna D'Sora,Human,1,6.74,35,TNG,0.17
Langor,Brekkian,1,6.45,45,TNG,0.17
Wen,Human,1,6.77,39,DIS,0.17
Oscar series,Unknown,1,6.77,39,TOS,0.17
Bjorn Bensen,Human,1,6.66,41,TNG,0.17
Sobi,Brekkian,1,6.45,45,TNG,0.17
Amanda Rogers,Q,1,6.97,35,TNG,0.17
Davies,Human,1,6.49,39,TNG,0.17
William B. Harrison,Human,1,6.74,38,TOS,0.17
Weyoun 6,Vorta,1,7.63,23,DS9,0.17
Larr,Menk,1,7.47,24,ENT,0.17
Berlinghoff Rasmussen,Human,1,6.74,35,TNG,0.17
Berik,Ferengi,1,6.82,36,TNG,0.17
Mona Luvsitt,Human,1,7.52,26,DS9,0.17
Molly,Human,1,7.47,26,DS9,0.17
Moseley,Human,1,6.74,35,TNG,0.17
Duchamps,Human,1,7.52,26,DS9,0.17
Drusilla,Unknown,1,6.74,38,TOS,0.17
Droxine,Ardanan,1,6.94,36,TOS,0.17
Yerdrin Lek,Yridian,1,7.83,24,ENT,0.17
Yeln,Bajoran,1,7.28,26,DS9,0.17
Kamala,Kriosian,1,6.85,37,TNG,0.17
Onquanii,Garan,1,7.66,23,VOY,0.17
DeCurtis,Human,1,7.47,28,DS9,0.17
Haskell,Human,1,6.69,41,TNG,0.17
Soto,Lethean,1,7.28,26,DS9,0.17
Soren,J'naii,1,6.53,38,TNG,0.17
Deng,Unknown,1,6.97,36,TNG,0.17
K'Nera,Klingon,1,6.73,41,TNG,0.17
Morta,Ferengi,1,6.82,36,TNG,0.17
Tamal,Human,1,7.34,26,DS9,0.17
Tam Elbrun,Betazoid,1,6.75,38,TNG,0.17
Howard Clark,Human,1,6.73,38,TNG,0.17
John Doe,Zalkonian,1,6.65,35,TNG,0.17
Benil,Cardassian,1,7.28,26,DS9,0.17
Norman,Unknown,1,6.77,39,TOS,0.17
Noor,J'naii,1,6.53,38,TNG,0.17
Nona,Neural native,1,6.61,39,TOS,0.17
Nilz Baris,Human,1,6.75,37,TOS,0.17
Sunad,Zalkonian,1,6.65,35,TNG,0.17
Juliana Tainer,Unknown,1,6.96,32,TNG,0.17
Hendorff,Human,1,6.74,41,TOS,0.17
Kagan,Human,1,7.52,24,DS9,0.17
Bele,Cheron native,1,6.72,36,TOS,0.17
Jovar Tal,Unknown,1,6.19,47,DIS,0.17
Gabriel Bell,Human,1,7.15,27,DS9,0.17
Gabriel,Human,1,7.47,26,DS9,0.17
Devil,Unknown,1,6.73,38,TNG,0.17
Joshua Kelly,Human,1,6.92,33,TNG,0.17
Joseph A. Longo,Human,1,6.61,36,TNG,0.17
Jordan,Human,1,6.77,39,TOS,0.17
Nagilum,Unknown,1,6.69,41,TNG,0.17
Liator,Edo,1,6.53,43,TNG,0.17
Lian T'Su,Human,1,6.54,41,TNG,0.17
B'Tardat,Kaelon,1,6.83,37,TNG,0.17
Takenta,Tyran,1,6.89,32,TNG,0.17
T'vis,Klingon,1,7.53,24,DS9,0.17
T'Lara,Vulcan,1,7.49,27,DS9,0.17
Nella Daren,Human,1,6.97,36,TNG,0.17
T'Jon,Ornaran,1,6.45,45,TNG,0.17
Barbara series,Unknown,1,6.77,39,TOS,0.17
Jim,Human,1,7.57,27,VOY,0.17
Hippocrates Noah,Human,1,7.52,26,DS9,0.17
Hildebrant,Human,1,6.49,39,TNG,0.17
Hickam,Human,1,7.58,23,DS9,0.17
Herman series,Unknown,1,6.77,39,TOS,0.17
Henry Garcia,Human,1,7.18,27,DS9,0.17
Liyang,Omega IV native,1,6.74,37,TOS,0.17
Nathan,Human,1,7.58,25,DS9,0.17
Letant,Romulan,1,7.56,23,DS9,0.17
Diego Vela,Human,1,6.35,44,DIS,0.17
Yutan,Neural native,1,6.61,39,TOS,0.17
Yteppa,Kobliad,1,7.28,26,DS9,0.17
Vaatrik Pallra,Bajoran,1,7.5,27,DS9,0.17
Vaatrik,Bajoran,1,7.5,27,DS9,0.17
0413 Theta,Unknown,1,7.24,26,DS9,0.17
Konmel,Klingon,1,6.73,41,TNG,0.17
Mallory,Human,1,6.74,41,TOS,0.17
Makora,Vaalian,1,6.74,41,TOS,0.17
Maisie series,Unknown,1,6.77,39,TOS,0.17
Vanessa,Human,1,6.38,42,TNG,0.17
Andre Haynes,Unknown,1,6.35,44,DIS,0.17
Anastasia Komananov,Human,1,7.52,26,DS9,0.17
Acost Jared,Ventaxian,1,6.73,38,TNG,0.17
Achilles,892-IV native,1,6.74,38,TOS,0.17
Abraham Lincoln,Human,1,6.38,34,TOS,0.16
Zef'No,Kressari,1,7.03,26,DS9,0.16
Adar,Brenari,1,7.21,24,VOY,0.16
Valerie Archer,Unknown,1,7.08,24,VOY,0.16
Amelia Earhart,Human,1,6.79,26,VOY,0.16
Amsha Bashir,Human,1,7.14,24,DS9,0.16
Andrei Novakovich,Human,1,7.15,22,VOY,0.16
Mallon,Acamarian,1,6.3,36,TNG,0.16
Manua Apgar,Tanugan,1,6.42,37,TNG,0.16
Goran'Agar,Jem'Hadar,1,7.1,24,DS9,0.16
Gorgan,Non-corporeal lifeform,1,6.51,36,TOS,0.16
Zolan,Zolan's species,1,6.97,26,DS9,0.16
Ilon Tandro,Klaestron,1,6.75,28,DS9,0.16
Tsing Tao,Human,1,6.51,36,TOS,0.16
Marouk,Acamarian,1,6.3,36,TNG,0.16
Marla Aster,Human,1,6.42,38,TNG,0.16
Lutan,Ligonian,1,6.18,46,TNG,0.16
Traistana,Vissian,1,7.13,23,ENT,0.16
Toya,Human,1,6.39,39,TNG,0.16
Anjohl Tennan,Unknown,1,7.57,21,DS9,0.16
Angie Kirby,Human,1,7.21,22,DS9,0.16
Marta,Orion,1,6.3,34,TOS,0.16
Eric,Human,1,6.3,39,TNG,0.16
Eraclitus,Platonian,1,6.33,35,TOS,0.16
Ray Tsing Tao,Human,1,6.51,36,TOS,0.16
Reiskin,Unknown,1,7.08,24,VOY,0.16
Reginod,Pakled,1,6.31,37,TNG,0.16
Reginald Smith,Human,1,7.1,23,VOY,0.16
Frank Darwin,Human,1,7.29,24,VOY,0.16
Frank Chalmers,Human,1,6.99,24,DS9,0.16
John Kelly,Human,1,7.15,22,VOY,0.16
John Gill,Human,1,6.12,39,TOS,0.16
John Evansville,Human,1,6.79,26,VOY,0.16
Talok,Romulan,1,7.68,19,ENT,0.16
Baldwin,Human,1,6.67,34,TNG,0.16
Badar N'D'D,Antican,1,6.02,46,TNG,0.16
B.G. Robinson,Human,1,6.11,42,TNG,0.16
Jono,Human,1,6.25,37,TNG,0.16
Jomat Luson,Bajoran,1,6.97,26,DS9,0.16
T'Pan,Vulcan,1,6.67,31,TNG,0.16
T'Lor,Tiburonian,1,7.18,25,DS9,0.16
Leonard,Unknown,1,7.54,22,VOY,0.16
Leland T. Lynch,Human,1,6.29,39,TNG,0.16
Donald Cory,Human,1,6.3,34,TOS,0.16
Nogami,Human,1,6.79,26,VOY,0.16
Nina,Human,1,6.99,24,DS9,0.16
Nikolai Rozhenko,Human,1,6.57,31,TNG,0.16
Nydrom,T'Lani,1,6.92,25,DS9,0.16
Ben Prieto,Human,1,6.29,39,TNG,0.16
Stolzoff,Human,1,7.08,23,DS9,0.16
Stocker,Human,1,6.45,38,TOS,0.16
Susanna Leijten,Human,1,6.42,34,TNG,0.16
Surmak Ren,Bajoran,1,6.59,29,DS9,0.16
Leda,Aldean,1,6.39,39,TNG,0.16
Leclerc,Human,1,6.32,36,PIC,0.16
Leyor,Caldonian,1,6.19,37,TNG,0.16
Devinoni Ral,Human,1,6.19,37,TNG,0.16
Derran Tal,Varro,1,7.0,24,VOY,0.16
Nahsk,Unknown,1,6.97,24,DS9,0.16
Fred Noonan,Human,1,6.79,26,VOY,0.16
Jurot,Betazoid,1,7.21,24,VOY,0.16
Yosh,Unknown,1,6.47,36,TNG,0.16
Yor,Betelgeusian,1,6.24,36,DIS,0.16
Starnes,Human,1,6.51,36,TOS,0.16
Avryz,Human,1,6.44,33,DIS,0.16
Morka,Klingon,1,7.17,24,DS9,0.16
N. Myers,Human,1,7.66,18,ENT,0.16
Drennik,Vissian,1,7.13,23,ENT,0.16
Dremk,Malon,1,7.39,24,VOY,0.16
Don Linden,Human,1,6.51,36,TOS,0.16
Dobara,Boraalan,1,6.57,31,TNG,0.16
Tara,Human,1,6.39,39,TNG,0.16
Tan Tsu,Human,1,6.47,36,TNG,0.16
Tebbis,Dinaali,1,7.34,21,VOY,0.16
Tayna,Tanugan,1,6.42,37,TNG,0.16
Ssestar,Selay,1,6.02,46,TNG,0.16
Laxeth,Talaxian,1,7.16,22,VOY,0.16
O'Halloran,Unknown,1,7.08,24,VOY,0.16
O'Connel,Human,1,6.51,36,TOS,0.16
Oracle of the People,Unknown,1,6.32,37,TOS,0.16
Day,Bajoran,1,7.19,26,DS9,0.16
Hayne,Human,1,6.47,36,TNG,0.16
Benzan,Coalition of Madena species,1,6.11,42,TNG,0.16
Stevens,Human,1,7.08,24,DS9,0.16
Steve O'Connel,Human,1,6.51,36,TOS,0.16
Stauss,Human,1,6.23,43,PIC,0.16
Dekon Elig,Bajoran,1,6.59,29,DS9,0.16
Debin,Coalition of Madena species,1,6.11,42,TNG,0.16
Omet'iklan,Jem'Hadar,1,7.07,23,DS9,0.16
Garth,Human,1,6.3,34,TOS,0.16
Gardner,Human,1,7.35,21,ENT,0.16
Gar,Dralian,1,7.34,21,VOY,0.16
Lai,Bajoran,1,6.39,36,DIS,0.16
Larsen,Unknown,1,7.08,24,VOY,0.16
Bilecki,Human,1,7.19,26,DS9,0.16
Bhavani,Barzan,1,6.19,37,TNG,0.16
John B. Watkins,Human,1,6.57,35,TOS,0.16
Mona,Human,1,6.32,36,PIC,0.16
Moira Rossa,Human,1,6.25,37,TNG,0.16
Duran'Adar,Jem'Hadar,1,7.04,23,DS9,0.16
Duggan,Unknown,1,6.23,36,DIS,0.16
Duana,Aldean,1,6.39,39,TNG,0.16
Drofo Awa,Xepolite,1,7.2,24,DS9,0.16
Jo'Bril,Takaran,1,6.67,31,TNG,0.16
Jippeq,Varro,1,7.0,24,VOY,0.16
Jimenez,Human,1,7.2,23,DS9,0.16
Hedrick,Human,1,6.42,34,TNG,0.16
Galis,Bajoran,1,6.59,29,DS9,0.16
Larell,Talura's species,1,6.97,24,DS9,0.16
Weyoun 4,Vorta,1,7.07,23,DS9,0.16
Westervliet,Human,1,6.32,37,TOS,0.16
Pablo Baytart,Unknown,1,7.16,22,VOY,0.16
Ozaba,Human,1,6.63,35,TOS,0.16
Orum,Romulan,1,7.24,23,VOY,0.16
Bo'rak,Klingon,1,7.17,24,DS9,0.16
Black,Unknown,1,7.35,21,ENT,0.16
Amaro,Human,1,7.08,23,DS9,0.16
Alzen,Srivani,1,7.39,23,VOY,0.16
Alvin,Human,1,6.45,38,TOS,0.16
